10168	51	603	76	631	30


# MARIO WHITE 
# idle right
10201	246	393	260	422	0
# walk
10202	275	393	290	422	0		
10203	304	393	321	422	0
# jump
10204	394	515	410	544	0
# walk right turn left 
10205	4	393	19	422	0
# sit 
10206	425	478	439	498	0
#RUN MAXSPEED
10207	332	393	356	422	0
10208	361	393	382	422	0
10209	391	393	412	422	0
#SHOOT FIRE
10210	246	393	260	422	0
10211	366	473	380	502	0
10212	396	473	410	502	0
#FLY RIGHT
10213	394	434	416	462	0
# idle left
10301	186	393	200	422	0
#walk
10302	155	393	170	422	0
10303	125	393	140	422	0
#jump
10304	34	515	50	544	0
# walk left turn right
10305	423	393	441	422	0
# sit
10306	4	478	20	498	0
#RUN MAXSPEED
10307	91	393	112	422	0
10308	61	393	84	422	0
10309	31	393	55	422	0
#SHOOT FIRE
10310	186	393	200	422	0	
10311	66	473	81	502	0
10312	36	473	51	502	0
#FLY LEFT
10313	31	434	53	462	0

#BRICK
20001	408	225	424	241	20
#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20

#FIRE
50001	239	554	251	564	0
50002	258	554	268	564	0 
50003	258	574	268	586	0
50004	239	574	251	586	0

#KOOPAS
#walk left
50005	205	191	221	217	40
50006	222	191	238	217	40
#walk right
50007	187	191	202	217	40
50008	170	191	185	217	40
#die
50031	152	202	168	217	40
					
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#jump right big
504	10004	100
#jump left big
505	10014	100
#jump right small
506	10024	100
#jump left small
507	10034	100
# walk right turn left big
514	10005	500
# walk left turn right big
515	10015	500
# small walk right turn left 
516	10025	500
# small walk left turn right 
517	10035	500
# MARIO TAIL idle right
200	10041	100
# MARIO TAIL idle left
201	10051	100
# MARIO TAIL walk right
510	10041	100	10042	100	10043	100
# MARIO TAIL walk left
511	10051	100	10052	100	10053	100
# MARIO TAIL jump right
512	10044	400
# MARIO TAIL jump left
513	10054	400 
#MARIO BIG SIT RIGHT
508	10006	100
#MARIO BIG SIT LEFT
509	10016	100
#MARIOTAIL SIT RIGHT
520	10048	400
#MARIOTAIL SIT LEFT
521	10058	400
#MARIOTAIL walk right turn left
522	10049	500
#MARIOTAIL walk left turn right
523	10059	500
#MARIOTAIL FLY RIGHT
524	10142	200
#MARIOTAIL FLY LEFT
525	10152	200
#MARIOTAIL ATTACK RIGHT
526	10143	75	10144	75	10145	75	10146	75	10147	75
#MARIOTAIL ATTACK LEFT
527	10157	75	10154	75	10155	75	10156	75	10157	75
#MARIOBIG RUN MAXSPEED RIGHT
528	10007	50	10008	50	10009	50
#MARIOBIG RUN MAXSPEED LEFT
529	10017	50	10018	50	10019	50
#RUN right big
530	10001	50	10002	50	10003	50
#RUN left big
531	10011	50	10012	50	10013	50
#MARIOTAIL RUN MAXSPEED RIGHT
532	10148	50	10149	50	10150	50
#MARIOTAIL RUN MAXSPEED LEFT
533	10158	50	10159	50	10160	50

#MARIOWHITE idle right
534	10201	100
#MARIOWHITE idle left
535	10301	100
#MARIOWHITE walk right
536	10201	100	10202	100	10203	100
#MARIOWHITE walk left
537	10301	100	10302	100	10303	100
#MARIOWHITE jump right
538	10204	400
#MARIOWHITE jump left
539	10304	400
#MARIOWHITE RUN right
540	10201	50	10202	50	10203	50
#MARIOWHITE RUN left
541	10301	50	10302	50	10303	50
#MARIOWHITE walkleft turn right
542	10305	500
#MARIOWHITE walkright turnleft
543	10205	500
#MARIOWHITE RUN	MAXSPEED RIGHT
544	10207	50	10208	50	10209	50
#MARIOWHITE RUN	MAXSPEED LEFT
545	10307	50	10308	50	10309	50
#MARIOWHITE SIT RIGHT
546	10206	400
#MARIOWHITE SIT LEFT
547	10306	400
#MARIOWHITE shoot fireeeeeeeeeeeeeeeeeee right
548	10210	75	10211	75	10212	75
#MARIOWHITE shoot fireeeeeeeeeeeeeeeeeee left
549	10310	60	10311	60	10312	60

#MARIOTAIL FALL RIGHT
550	10141	400
#MARIOTAIL FALL RIGHT
551	10151	400
#MARIO BIG FLY RIGHT
552	10400	400
#MARIO BIG FLY LEFT
553	10401	400
#MARIO SMALL fly right
554	10026	400
#MARIO SMALL fly left
555	10036	400
#MARIOWHITE FLY RIGHT
556	10213	400
#MARIOWHITE FLY LEFT
557	10313	400
#MARIOTAIL RUN RIGHT
558	10041	50	10042	50	10043	50
#MARIOTAIL RUN LEFT
559	10051	50	10052	50	10053	50
#MARIOTAIL FALLSLOW RIGHT
560	10162	20	10163	30
#MARIOTAIL FALLSLOW LEFT
561	10165	50	10166	50
#MARIOTAIL DOWN FLY RIGHT
562	10167	200
#MARIOTAIL DOWN FLY LEFT
563	10168	200
#MARIO small run right
564	10021	50	10022	50	10023	50
#MARIO small run left
565	10031	50	10032	50	10033	50
#MARIOWHITE FALLING RIGHT
566	10203	400
#MARIOWHITE FALLING LEFT
567	10303	400
#MARIO big fall right
568	10003	400
#MARIO big fall left
569	10013	400
#die
599	10099	100


# ==== BRICK =========
601	20001	100

# ==== QUESTION MARK BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100

# ==== KOOPAS  =========
#walk left
804	50005	100	50006	100
#walk right
802	50007	100	50008	100'
#die
803	50031	100

#========FIRE=========
#SHOOT
801	50001	100	50002	100	50003	100	50004	100


#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO  0       1       2       3       4       5       6       7       8      9       10      11      12      13      14       15     16      17      18      19      20       21     22       23     24      25      26       27      28      29      30     31      32      33      34      35      36      37
1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	568	569	514	515	528	529	530	531	516	517	564	565	200	201	510	511	512	513	522	523	538	539	534	535	536	537	538	539	542	543	540	541	520	521	546	547	526	527


# BRICK 
2	601
# GOOMBA
3	701	702
#FIRE
4	801
# QUESTION MARK BRICK 
22	602
#KOOPAS
6	804	802	803

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba
# MARIO
0	80	300	1

# GOOMBA
2	200	135	3
2	260	135	3
2	320	135	3
2	480	135	3
2	500	135	3

# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	80	417	2
1	96	417	2
1	112	417	2
1	128	417	2
1	144	417	2
1	160	417	2
1	176	417	2
1	192	417	2
1	208	417	2
1	224	417	2
1	240	417	2
1	256	417	2
1	272	417	2
1	288	417	2
1	304	417	2
1	320	417	2
1	336	417	2
1	352	417	2
1	368	417	2
1	384	417	2
1	400	417	2
1	416	417	2
1	432	417	2
1	448	417	2
1	464	417	2
1	480	417	2
1	496	417	2
1	512	417	2
1	528	417	2
1	544	417	2
1	560	417	2
1	576	417	2
1	592	417	2

# ---- brick group 1 ----
1	100	74	2
1	100	90	22
1	84	90	22

# ---- brick group 2 ----
1	160	74	2
1	160	90	22
1	144	90	22

# ---- brick group 3 ----
1	220	74	2
1	220	90	22
1	204	90	22

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2

